Nitrogen,Phosphorus,Potassium,pH,Temperature,Rainfall,Soil_Type,Crop
52.43561663863075,41.63879572302684,119.39917565671855,7.713670201505844,33.93735054576411,124.22160386112888,clayey,wheat
133.10000289738826,39.57703187007998,166.08646585999728,4.620511353683581,32.786176854018166,112.88272759082268,sandy loam,maize
102.47915185359672,131.87564127294513,157.03218595803182,9.170564661806296,12.141821533351184,69.24124924079625,sandy,carrot
83.81218778758512,39.93646797893086,35.77998093875473,7.48525555395007,40.99777693121243,189.26304095625426,sandy,potato
21.84260966194111,43.07296165800834,34.84989394829478,4.521825243120203,28.63967985527301,152.8921662856023,alluvial,cabbage
21.83923284706837,111.31575673851492,58.63487354898267,9.755197373627844,21.494020687635384,261.21115626300264,alluvial,sugarcane
8.131705703547924,67.96357794307559,77.21494526820744,6.869375511679584,35.20319656398621,29.139307206205018,sandy,potato
121.26466040849093,113.73947797372537,86.69111628169652,3.9738399371657573,17.78205449821703,199.4528310313472,clayey,cotton
84.15610164404923,14.151262059013934,140.93944336666905,7.574413878697937,33.00349331291659,232.60496777761864,sandy,watermelon
99.13016089144637,73.2599671142738,16.336086433167083,5.145792895583266,10.185921144271429,231.6410608620247,sandy loam,cauliflower
2.8818292014123426,9.705904025659569,11.934540845213277,8.724007437202467,38.095340512563595,266.88299243939423,alluvial,rice
135.7873793026792,13.771448483749634,83.38211258878181,8.81584347818024,24.441162561044017,223.16299400373117,alluvial,sugarcane
116.54196971205904,131.90124346821753,144.4327384275961,9.863157813055302,31.02058271109217,278.50232116271866,sandy,groundnut
29.72747549495866,24.494351956463323,43.687068591296516,6.762151951659274,16.521199911253262,112.8115973901362,clayey,wheat
25.455495408994086,79.5388955185304,133.30089625125035,6.4572197182302915,32.42987257177984,160.2935016236296,clayey,rice
25.676631379480735,62.55338436409892,56.965627588059895,8.397591435402123,35.75118562867536,24.119778257956764,sandy loam,cauliflower
42.59391401433528,53.62806567623797,182.21722176270328,4.361059266222522,25.31514022226552,22.136992305236273,alluvial,cabbage
73.4659004285133,130.97666839621814,184.1379888533233,7.054950839655307,30.358669649756624,87.05125113370315,sandy,groundnut
60.472302609896204,8.055275548568531,64.4574408562653,7.050609400850531,24.725774741401715,48.26472368352134,sandy,potato
40.772079627725866,97.93055606458248,50.9987507926481,4.081575298267516,40.00378878709881,92.64284483331382,alluvial,wheat
85.65940526113313,139.87522078989707,87.26079441324626,6.216896555794938,26.175634399949743,69.48885319670585,sandy,groundnut
19.529140491285858,83.42354568465787,53.10631703602974,9.046351190686813,38.179123945105786,28.13997491507967,alluvial,wheat
40.90025079493054,136.15514468463286,139.47676865834072,9.064998542965292,36.76718683363168,273.3502743594442,clayey,cotton
51.29065806111684,12.316103100043328,170.21293690965712,4.145044821977926,23.126618265057644,22.4893197786674,clayey,wheat
63.84979779038503,63.63106467038259,139.6184261822434,4.089685737860901,16.829948765825883,225.12526898344458,sandy,carrot
109.9246345950219,41.42209073468716,169.8700894498699,5.207520600512579,22.972266426336013,62.557971718393404,clayey,cotton
27.954329502170363,107.31493509730217,84.39843244149483,9.185979406600957,37.634986414555186,274.1647267646887,clayey,cotton
71.99282137790563,142.38159266961452,36.26339414177217,4.337866802977743,16.744375500096794,268.7543895818242,sandy loam,cauliflower
82.93803964068594,40.914208742194695,152.59018947951844,8.179979217078401,27.102828470435455,202.24607914920125,alluvial,tomato
6.503057780799681,96.58444420637042,77.09490102831077,4.157576527485171,36.93277650383009,207.34998730448848,alluvial,tomato
85.05627926620137,32.73366858636362,139.2541650458265,7.550396049360865,21.136363881980422,21.68641712436129,sandy,carrot
23.873377316220814,84.14623564002538,59.12878839635313,5.814437444274441,31.213116331394144,294.3882440060268,alluvial,sugarcane
9.107223017939132,69.95054813636706,21.245926961334533,8.627940759278136,17.372541934303626,264.58859683550673,sandy loam,cauliflower
132.84397521546666,141.0807461484152,203.51635909755268,5.018987917364863,12.613852643348782,269.3975732432576,sandy,potato
135.18848463043832,90.19381817750532,36.240301586119855,7.654811891034739,36.524009455740696,203.73367911496277,sandy,potato
113.17562873630456,53.93089209215463,202.6841987926962,5.031936474743253,12.25400495696387,116.18868093742299,alluvial,cauliflower
42.645927684271896,20.973409884310673,200.45598651328945,8.138791840229,18.271210688277506,268.99178390678986,clayey,sugarcane
13.674095960893741,26.174556022890837,163.76362078160793,9.178907224644867,38.643318827710665,101.35831279729196,clayey,cotton
95.79262371170196,36.54437019317291,136.88459241639953,4.324211694323941,20.89177811904549,176.85889366646927,clayey,cotton
61.621349123544185,40.13533258764172,120.56141005021694,9.132871975870772,42.75928269804423,47.96510270053686,clayey,wheat
17.085352878269035,124.0862480977593,178.22030907556695,7.358239153692937,42.99272828360772,276.8724474289577,sandy loam,maize
69.32476741557782,83.57119035955348,62.88790432389759,4.326218190635656,18.16283311382913,59.3904954435058,sandy,carrot
4.814392956130575,78.2747275924113,98.5362424969754,6.2790220598381286,10.230139956521178,82.81127071534539,clayey,cotton
127.3048562910295,21.067642061690446,128.8779938733004,4.545591907653137,33.40670861876774,175.58454962289505,sandy loam,maize
36.229197424002365,125.4195570689209,87.23809517389822,8.052261277632702,24.5394289424272,232.92349125929408,sandy,potato
92.75311980955748,106.19400244918772,90.4972908180536,8.432642873716674,12.316274254189214,192.62740357266563,alluvial,cabbage
43.639550652517535,14.47357066600022,71.05693350041687,4.187677381773193,33.4925463823337,84.82608132356349,alluvial,cabbage
72.80952296489352,104.09691361216761,117.8463633369072,6.7899090425151885,9.888004328006051,20.46254303965331,sandy loam,cauliflower
76.53943910805916,81.09535042797044,175.1149056030232,8.795062864168461,39.16986449817925,230.9907215575911,sandy,groundnut
25.879623773573787,16.441548404548953,45.30567560126257,9.585059770081477,13.6389732660543,294.4817195336485,clayey,sugarcane
135.7418478870382,69.1620898140119,191.88660775068828,6.837866133821505,13.243184568260704,245.67981269321558,sandy,potato
108.51859527055603,72.85748019820657,142.81753074964593,9.676814953474146,14.930963199103601,148.3215224948017,clayey,wheat
131.5298518189865,28.208435622858605,169.65464253600604,6.981978307964194,42.31329591137313,271.8088055735113,sandy loam,tomato
